Age,Gender,Platform,Daily_Usage_Time (minutes),Posts_Per_Day,Likes_Received_Per_Day,Comments_Received_Per_Day,Messages_Sent_Per_Day,Dominant_Emotion,BMI Category,Occupation,Sleep Duration,Physical Activity Level
26,Female,Snapchat,120.0,4.0,55.0,18.0,30.0,Anxiety,Normal Weight,Nurse,6.5,40
31,Female,Whatsapp,65.0,2.0,27.0,10.0,20.0,Neutral,Normal Weight,Nurse,7.9,75
24,Female,Instagram,140.0,4.0,65.0,22.0,30.0,Happiness,Normal Weight,Nurse,6.5,40
29,Female,Whatsapp,90.0,2.0,24.0,12.0,22.0,Anger,Normal Weight,Nurse,6.5,40
32,Female,Instagram,155.0,6.0,75.0,25.0,38.0,Happiness,Overweight,Scientist,6.2,50
27,Female,Whatsapp,90.0,4.0,37.0,18.0,20.0,Neutral,Normal Weight,Nurse,6.5,40
34,Female,Instagram,120.0,5.0,60.0,25.0,25.0,Anger,Overweight,Scientist,5.8,32
28,Female,Whatsapp,100.0,4.0,37.0,14.0,26.0,Anxiety,Normal Weight,Nurse,6.5,40
25,Female,Instagram,170.0,6.0,83.0,30.0,33.0,Happiness,Normal Weight,Nurse,6.5,40
32,Female,Whatsapp,105.0,4.0,55.0,25.0,25.0,Anger,Normal Weight,Nurse,7.9,75
29,Female,Snapchat,95.0,2.0,23.0,10.0,28.0,Sadness,Normal Weight,Nurse,6.5,40
22,Female,Facebook,70.0,1.0,14.0,6.0,10.0,Neutral,Normal Weight,Nurse,6.5,40
27,Female,Snapchat,120.0,4.0,40.0,18.0,22.0,Neutral,Normal Weight,Nurse,6.5,40
25,Female,Instagram,120.0,5.0,50.0,20.0,25.0,Happiness,Normal Weight,Nurse,6.5,40
28,Female,Instagram,200.0,8.0,110.0,40.0,45.0,Anxiety,Normal Weight,Nurse,6.5,40
27,Female,Twitter,85.0,3.0,40.0,18.0,20.0,Anger,Normal Weight,Nurse,6.5,40
29,Female,LinkedIn,55.0,2.0,15.0,5.0,10.0,Neutral,Normal Weight,Nurse,6.5,40
23,Female,Twitter,75.0,4.0,45.0,20.0,25.0,Anxiety,Normal Weight,Nurse,6.5,40
22,Female,Instagram,180.0,8.0,100.0,38.0,45.0,Happiness,Normal Weight,Nurse,6.5,40
35,Female,Instagram,125.0,5.0,65.0,22.0,28.0,Anxiety,Normal,Accountant,7.2,60
32,Female,Instagram,140.0,6.0,75.0,28.0,30.0,Happiness,Normal Weight,Nurse,7.9,75
24,Female,Twitter,105.0,4.0,35.0,20.0,23.0,Anger,Normal Weight,Nurse,6.5,40
22,Female,Twitter,70.0,3.0,25.0,16.0,15.0,Sadness,Normal Weight,Nurse,6.5,40
25,Female,Instagram,160.0,6.0,85.0,26.0,30.0,Happiness,Normal Weight,Nurse,6.5,40
34,Female,LinkedIn,65.0,2.0,17.0,5.0,14.0,Boredom,Overweight,Scientist,5.8,32
21,Female,Instagram,130.0,6.0,95.0,22.0,28.0,Sadness,Normal Weight,Nurse,6.5,40
33,Female,Instagram,170.0,7.0,95.0,30.0,38.0,Happiness,Overweight,Scientist,6.2,50
22,Female,Instagram,115.0,3.0,60.0,17.0,30.0,Neutral,Normal Weight,Nurse,6.5,40
25,Female,Instagram,150.0,6.0,90.0,26.0,30.0,Happiness,Normal Weight,Nurse,6.5,40
35,Female,LinkedIn,60.0,1.0,15.0,7.0,14.0,Boredom,Normal,Accountant,7.2,60
21,Female,Twitter,90.0,3.0,37.0,14.0,20.0,Sadness,Normal Weight,Nurse,6.5,40
28,Female,LinkedIn,55.0,1.0,12.0,6.0,10.0,Boredom,Normal Weight,Nurse,6.5,40
24,Female,Twitter,75.0,3.0,33.0,18.0,19.0,Anger,Normal Weight,Nurse,6.5,40
33,Female,Instagram,145.0,4.0,65.0,23.0,35.0,Sadness,Overweight,Scientist,6.2,50
22,Female,Whatsapp,70.0,2.0,42.0,10.0,21.0,Anxiety,Normal Weight,Nurse,6.5,40
28,Female,Twitter,95.0,4.0,48.0,22.0,25.0,Happiness,Normal Weight,Nurse,6.5,40
30,Female,Instagram,175.0,6.0,72.0,30.0,33.0,Happiness,Normal Weight,Nurse,6.4,35
26,Female,Snapchat,120.0,4.0,55.0,18.0,30.0,Anxiety,Normal Weight,Nurse,6.5,40
31,Female,Whatsapp,65.0,2.0,27.0,10.0,20.0,Neutral,Normal Weight,Nurse,6.4,35
24,Female,Instagram,140.0,4.0,65.0,22.0,30.0,Happiness,Normal Weight,Nurse,6.5,40
29,Female,Whatsapp,90.0,2.0,24.0,12.0,22.0,Anger,Normal Weight,Nurse,6.5,40
32,Female,Instagram,155.0,6.0,75.0,25.0,38.0,Happiness,Normal Weight,Nurse,7.9,75
27,Female,Whatsapp,90.0,4.0,37.0,18.0,20.0,Neutral,Normal Weight,Nurse,6.5,40
34,Female,Instagram,120.0,5.0,60.0,25.0,25.0,Anger,Overweight,Scientist,5.8,32
28,Female,Whatsapp,100.0,4.0,37.0,14.0,26.0,Anxiety,Normal Weight,Nurse,6.5,40
25,Female,Instagram,170.0,6.0,83.0,30.0,33.0,Happiness,Normal Weight,Nurse,6.5,40
32,Female,Whatsapp,105.0,4.0,55.0,25.0,25.0,Anger,Overweight,Scientist,6.2,50
29,Female,Snapchat,95.0,2.0,23.0,10.0,28.0,Sadness,Normal Weight,Nurse,6.5,40
22,Female,Facebook,70.0,1.0,14.0,6.0,10.0,Neutral,Normal Weight,Nurse,6.5,40
27,Female,Snapchat,120.0,4.0,40.0,18.0,22.0,Neutral,Normal Weight,Nurse,6.5,40
25,Female,Instagram,120.0,5.0,50.0,20.0,25.0,Happiness,Normal Weight,Nurse,6.5,40
28,Female,Instagram,200.0,8.0,110.0,40.0,45.0,Anxiety,Normal Weight,Nurse,6.5,40
27,Female,Twitter,85.0,3.0,40.0,18.0,20.0,Anger,Normal Weight,Nurse,6.5,40
29,Female,LinkedIn,55.0,2.0,15.0,5.0,10.0,Neutral,Normal Weight,Nurse,6.5,40
23,Female,Twitter,75.0,4.0,45.0,20.0,25.0,Anxiety,Normal Weight,Nurse,6.5,40
22,Female,Instagram,180.0,8.0,100.0,38.0,45.0,Happiness,Normal Weight,Nurse,6.5,40
35,Female,Instagram,125.0,5.0,65.0,22.0,28.0,Anxiety,Normal,Accountant,7.2,60
32,Female,Instagram,140.0,6.0,75.0,28.0,30.0,Happiness,Normal Weight,Nurse,7.9,75
24,Female,Twitter,105.0,4.0,35.0,20.0,23.0,Anger,Normal Weight,Nurse,6.5,40
22,Female,Twitter,70.0,3.0,25.0,16.0,15.0,Sadness,Normal Weight,Nurse,6.5,40
25,Female,Instagram,160.0,6.0,85.0,26.0,30.0,Happiness,Normal Weight,Nurse,6.5,40
34,Female,LinkedIn,65.0,2.0,17.0,5.0,14.0,Boredom,Overweight,Scientist,5.8,32
21,Female,Instagram,130.0,6.0,95.0,22.0,28.0,Sadness,Normal Weight,Nurse,6.5,40
33,Female,Instagram,170.0,7.0,95.0,30.0,38.0,Happiness,Overweight,Scientist,6.2,50
22,Female,Instagram,115.0,3.0,60.0,17.0,30.0,Neutral,Normal Weight,Nurse,6.5,40
25,Female,Instagram,150.0,6.0,90.0,26.0,30.0,Happiness,Normal Weight,Nurse,6.5,40
35,Female,LinkedIn,60.0,1.0,15.0,7.0,14.0,Boredom,Overweight,Scientist,5.8,32
21,Female,Twitter,90.0,3.0,37.0,14.0,20.0,Sadness,Normal Weight,Nurse,6.5,40
28,Female,LinkedIn,55.0,1.0,12.0,6.0,10.0,Boredom,Normal Weight,Nurse,6.5,40
24,Female,Twitter,75.0,3.0,33.0,18.0,19.0,Anger,Normal Weight,Nurse,6.5,40
33,Female,Instagram,145.0,4.0,65.0,23.0,35.0,Sadness,Overweight,Scientist,6.2,50
22,Female,Whatsapp,70.0,2.0,42.0,10.0,21.0,Anxiety,Normal Weight,Nurse,6.5,40
28,Female,Twitter,95.0,4.0,48.0,22.0,25.0,Happiness,Normal Weight,Nurse,6.5,40
30,Female,Instagram,175.0,6.0,72.0,30.0,33.0,Happiness,Normal Weight,Nurse,6.4,35
26,Female,Snapchat,120.0,4.0,55.0,18.0,30.0,Anxiety,Normal Weight,Nurse,6.5,40
31,Female,Whatsapp,65.0,2.0,27.0,10.0,20.0,Neutral,Normal Weight,Nurse,7.9,75
24,Female,Instagram,140.0,4.0,65.0,22.0,30.0,Happiness,Normal Weight,Nurse,6.5,40
29,Female,Whatsapp,90.0,2.0,24.0,12.0,22.0,Anger,Normal Weight,Nurse,6.5,40
32,Female,Instagram,155.0,6.0,75.0,25.0,38.0,Happiness,Normal Weight,Nurse,7.9,75
27,Female,Whatsapp,90.0,4.0,37.0,18.0,20.0,Neutral,Normal Weight,Nurse,6.5,40
34,Female,Instagram,120.0,5.0,60.0,25.0,25.0,Anger,Overweight,Scientist,5.8,32
28,Female,Whatsapp,100.0,4.0,37.0,14.0,26.0,Anxiety,Normal Weight,Nurse,6.5,40
25,Female,Instagram,170.0,6.0,83.0,30.0,33.0,Happiness,Normal Weight,Nurse,6.5,40
32,Female,Whatsapp,105.0,4.0,55.0,25.0,25.0,Anger,Overweight,Scientist,6.2,50
29,Female,Snapchat,95.0,2.0,23.0,10.0,28.0,Sadness,Normal Weight,Nurse,6.5,40
22,Female,Facebook,70.0,1.0,14.0,6.0,10.0,Neutral,Normal Weight,Nurse,6.5,40
27,Female,Snapchat,120.0,4.0,40.0,18.0,22.0,Neutral,Normal Weight,Nurse,6.5,40
25,Female,Instagram,120.0,5.0,50.0,20.0,25.0,Happiness,Normal Weight,Nurse,6.5,40
28,Female,Instagram,200.0,8.0,110.0,40.0,45.0,Anxiety,Normal Weight,Nurse,6.5,40
27,Female,Twitter,85.0,3.0,40.0,18.0,20.0,Anger,Normal Weight,Nurse,6.5,40
29,Female,LinkedIn,55.0,2.0,15.0,5.0,10.0,Neutral,Normal Weight,Nurse,6.5,40
23,Female,Twitter,75.0,4.0,45.0,20.0,25.0,Anxiety,Normal Weight,Nurse,6.5,40
22,Female,Instagram,180.0,8.0,100.0,38.0,45.0,Happiness,Normal Weight,Nurse,6.5,40
35,Female,Instagram,125.0,5.0,65.0,22.0,28.0,Anxiety,Normal,Accountant,7.2,60
32,Female,Instagram,140.0,6.0,75.0,28.0,30.0,Happiness,Normal Weight,Nurse,7.9,75
24,Female,Twitter,105.0,4.0,35.0,20.0,23.0,Anger,Normal Weight,Nurse,6.5,40
22,Female,Twitter,70.0,3.0,25.0,16.0,15.0,Sadness,Normal Weight,Nurse,6.5,40
25,Female,Instagram,160.0,6.0,85.0,26.0,30.0,Happiness,Normal Weight,Nurse,6.5,40
34,Female,LinkedIn,65.0,2.0,17.0,5.0,14.0,Boredom,Overweight,Scientist,5.8,32
21,Female,Instagram,130.0,6.0,95.0,22.0,28.0,Sadness,Normal Weight,Nurse,6.5,40
33,Female,Instagram,170.0,7.0,95.0,30.0,38.0,Happiness,Overweight,Scientist,6.2,50
22,Female,Instagram,115.0,3.0,60.0,17.0,30.0,Neutral,Normal Weight,Nurse,6.5,40
25,Female,Instagram,150.0,6.0,90.0,26.0,30.0,Happiness,Normal Weight,Nurse,6.5,40
35,Female,LinkedIn,60.0,1.0,15.0,7.0,14.0,Boredom,Overweight,Scientist,5.8,32
21,Female,Twitter,90.0,3.0,37.0,14.0,20.0,Sadness,Normal Weight,Nurse,6.5,40
28,Female,LinkedIn,55.0,1.0,12.0,6.0,10.0,Boredom,Normal Weight,Nurse,6.5,40
24,Female,Twitter,75.0,3.0,33.0,18.0,19.0,Anger,Normal Weight,Nurse,6.5,40
33,Female,Instagram,145.0,4.0,65.0,23.0,35.0,Sadness,Overweight,Scientist,6.2,50
22,Female,Whatsapp,70.0,2.0,42.0,10.0,21.0,Anxiety,Normal Weight,Nurse,6.5,40
28,Female,Twitter,95.0,4.0,48.0,22.0,25.0,Happiness,Normal Weight,Nurse,6.5,40
30,Female,Instagram,175.0,6.0,72.0,30.0,33.0,Happiness,Normal Weight,Nurse,6.4,35
26,Female,Snapchat,120.0,4.0,55.0,18.0,30.0,Anxiety,Normal Weight,Nurse,6.5,40
31,Female,Whatsapp,65.0,2.0,27.0,10.0,20.0,Neutral,Normal Weight,Nurse,7.9,75
24,Female,Instagram,140.0,4.0,65.0,22.0,30.0,Happiness,Normal Weight,Nurse,6.5,40
29,Female,Whatsapp,90.0,2.0,24.0,12.0,22.0,Anger,Normal Weight,Nurse,6.5,40
32,Female,Instagram,155.0,6.0,75.0,25.0,38.0,Happiness,Normal Weight,Nurse,7.9,75
27,Female,Whatsapp,90.0,4.0,37.0,18.0,20.0,Neutral,Normal Weight,Nurse,6.5,40
34,Female,Instagram,120.0,5.0,60.0,25.0,25.0,Anger,Overweight,Scientist,5.8,32
28,Female,Whatsapp,100.0,4.0,37.0,14.0,26.0,Anxiety,Normal Weight,Nurse,6.5,40
25,Female,Instagram,170.0,6.0,83.0,30.0,33.0,Happiness,Normal Weight,Nurse,6.5,40
32,Female,Whatsapp,105.0,4.0,55.0,25.0,25.0,Anger,Normal Weight,Nurse,7.9,75
29,Female,Snapchat,95.0,2.0,23.0,10.0,28.0,Sadness,Normal Weight,Nurse,6.5,40
22,Female,Facebook,70.0,1.0,14.0,6.0,10.0,Neutral,Normal Weight,Nurse,6.5,40
27,Female,Snapchat,120.0,4.0,40.0,18.0,22.0,Neutral,Normal Weight,Nurse,6.5,40
25,Female,Instagram,120.0,5.0,50.0,20.0,25.0,Happiness,Normal Weight,Nurse,6.5,40
28,Female,Instagram,200.0,8.0,110.0,40.0,45.0,Anxiety,Normal Weight,Nurse,6.5,40
27,Female,Twitter,85.0,3.0,40.0,18.0,20.0,Anger,Normal Weight,Nurse,6.5,40
29,Female,LinkedIn,55.0,2.0,15.0,5.0,10.0,Neutral,Normal Weight,Nurse,6.5,40
23,Female,Twitter,75.0,4.0,45.0,20.0,25.0,Anxiety,Normal Weight,Nurse,6.5,40
22,Female,Instagram,180.0,8.0,100.0,38.0,45.0,Happiness,Normal Weight,Nurse,6.5,40
35,Female,Instagram,125.0,5.0,65.0,22.0,28.0,Anxiety,Normal,Accountant,7.2,60
32,Female,Instagram,140.0,6.0,75.0,28.0,30.0,Happiness,Normal Weight,Nurse,7.9,75
24,Female,Twitter,105.0,4.0,35.0,20.0,23.0,Anger,Normal Weight,Nurse,6.5,40
22,Female,Twitter,70.0,3.0,25.0,16.0,15.0,Sadness,Normal Weight,Nurse,6.5,40
25,Female,Instagram,160.0,6.0,85.0,26.0,30.0,Happiness,Normal Weight,Nurse,6.5,40
34,Female,LinkedIn,65.0,2.0,17.0,5.0,14.0,Boredom,Overweight,Scientist,5.8,32
21,Female,Instagram,130.0,6.0,95.0,22.0,28.0,Sadness,Normal Weight,Nurse,6.5,40
33,Female,Instagram,170.0,7.0,95.0,30.0,38.0,Happiness,Overweight,Scientist,6.2,50
22,Female,Instagram,115.0,3.0,60.0,17.0,30.0,Neutral,Normal Weight,Nurse,6.5,40
25,Female,Instagram,150.0,6.0,90.0,26.0,30.0,Happiness,Normal Weight,Nurse,6.5,40
35,Female,LinkedIn,60.0,1.0,15.0,7.0,14.0,Boredom,Overweight,Scientist,5.8,32
21,Female,Twitter,90.0,3.0,37.0,14.0,20.0,Sadness,Normal Weight,Nurse,6.5,40
28,Female,LinkedIn,55.0,1.0,12.0,6.0,10.0,Boredom,Normal Weight,Nurse,6.5,40
25,Female,Instagram,170.0,6.0,83.0,30.0,33.0,Happiness,Normal Weight,Nurse,6.5,40
32,Female,Whatsapp,105.0,4.0,55.0,25.0,25.0,Anger,Normal Weight,Nurse,7.9,75
29,Female,Snapchat,95.0,2.0,23.0,10.0,28.0,Sadness,Normal Weight,Nurse,6.5,40
22,Female,Facebook,70.0,1.0,14.0,6.0,10.0,Neutral,Normal Weight,Nurse,6.5,40
27,Female,Snapchat,120.0,4.0,40.0,18.0,22.0,Neutral,Normal Weight,Nurse,6.5,40
25,Female,Instagram,120.0,5.0,50.0,20.0,25.0,Happiness,Normal Weight,Nurse,6.5,40
28,Female,Instagram,200.0,8.0,110.0,40.0,45.0,Anxiety,Normal Weight,Nurse,6.5,40
27,Female,Twitter,85.0,3.0,40.0,18.0,20.0,Anger,Normal Weight,Nurse,6.5,40
29,Female,LinkedIn,55.0,2.0,15.0,5.0,10.0,Neutral,Normal Weight,Nurse,6.5,40
23,Female,Twitter,75.0,4.0,45.0,20.0,25.0,Anxiety,Normal Weight,Nurse,6.5,40
22,Female,Instagram,180.0,8.0,100.0,38.0,45.0,Happiness,Normal Weight,Nurse,6.5,40
35,Female,Instagram,125.0,5.0,65.0,22.0,28.0,Anxiety,Normal,Accountant,7.2,60
32,Female,Instagram,140.0,6.0,75.0,28.0,30.0,Happiness,Normal Weight,Nurse,7.9,75
24,Female,Twitter,105.0,4.0,35.0,20.0,23.0,Anger,Normal Weight,Nurse,6.5,40
22,Female,Twitter,70.0,3.0,25.0,16.0,15.0,Sadness,Normal Weight,Nurse,6.5,40
25,Female,Instagram,160.0,6.0,85.0,26.0,30.0,Happiness,Normal Weight,Nurse,6.5,40
34,Female,LinkedIn,65.0,2.0,17.0,5.0,14.0,Boredom,Overweight,Scientist,5.8,32
21,Female,Instagram,130.0,6.0,95.0,22.0,28.0,Sadness,Normal Weight,Nurse,6.5,40
33,Female,Instagram,170.0,7.0,95.0,30.0,38.0,Happiness,Overweight,Scientist,6.2,50
22,Female,Instagram,115.0,3.0,60.0,17.0,30.0,Neutral,Normal Weight,Nurse,6.5,40
25,Female,Instagram,150.0,6.0,90.0,26.0,30.0,Happiness,Normal Weight,Nurse,6.5,40
35,Female,LinkedIn,60.0,1.0,15.0,7.0,14.0,Boredom,Normal,Accountant,7.2,60
21,Female,Twitter,90.0,3.0,37.0,14.0,20.0,Sadness,Normal Weight,Nurse,6.5,40
28,Female,LinkedIn,55.0,1.0,12.0,6.0,10.0,Boredom,Normal Weight,Nurse,6.5,40
24,Female,Twitter,75.0,3.0,33.0,18.0,19.0,Anger,Normal Weight,Nurse,6.5,40
33,Female,Instagram,145.0,4.0,65.0,23.0,35.0,Sadness,Overweight,Scientist,6.2,50
22,Female,Whatsapp,70.0,2.0,42.0,10.0,21.0,Anxiety,Normal Weight,Nurse,6.5,40
28,Female,Twitter,95.0,4.0,48.0,22.0,25.0,Happiness,Normal Weight,Nurse,6.5,40
30,Female,Instagram,175.0,6.0,72.0,30.0,33.0,Happiness,Normal Weight,Nurse,6.4,35
26,Female,Snapchat,120.0,4.0,55.0,18.0,30.0,Anxiety,Normal Weight,Nurse,6.5,40
31,Female,Whatsapp,65.0,2.0,27.0,10.0,20.0,Neutral,Normal Weight,Nurse,7.9,75
24,Female,Instagram,140.0,4.0,65.0,22.0,30.0,Happiness,Normal Weight,Nurse,6.5,40
29,Female,Whatsapp,90.0,2.0,24.0,12.0,22.0,Anger,Normal Weight,Nurse,6.5,40
32,Female,Instagram,155.0,6.0,75.0,25.0,38.0,Happiness,Normal Weight,Nurse,7.9,75
27,Female,Whatsapp,90.0,4.0,37.0,18.0,20.0,Neutral,Normal Weight,Nurse,6.5,40
34,Female,Instagram,120.0,5.0,60.0,25.0,25.0,Anger,Overweight,Scientist,5.8,32
28,Female,Whatsapp,100.0,4.0,37.0,14.0,26.0,Anxiety,Normal Weight,Nurse,6.5,40
25,Female,Instagram,170.0,6.0,83.0,30.0,33.0,Happiness,Normal Weight,Nurse,6.5,40
32,Female,Whatsapp,105.0,4.0,55.0,25.0,25.0,Anger,Overweight,Scientist,6.2,50
29,Female,Snapchat,95.0,2.0,23.0,10.0,28.0,Sadness,Normal Weight,Nurse,6.5,40
22,Female,Facebook,70.0,1.0,14.0,6.0,10.0,Neutral,Normal Weight,Nurse,6.5,40
27,Female,Snapchat,120.0,4.0,40.0,18.0,22.0,Neutral,Normal Weight,Nurse,6.5,40
25,Female,Instagram,120.0,5.0,50.0,20.0,25.0,Happiness,Normal Weight,Nurse,6.5,40
28,Female,Instagram,200.0,8.0,110.0,40.0,45.0,Anxiety,Normal Weight,Nurse,6.5,40
27,Female,Twitter,85.0,3.0,40.0,18.0,20.0,Anger,Normal Weight,Nurse,6.5,40
29,Female,LinkedIn,55.0,2.0,15.0,5.0,10.0,Neutral,Normal Weight,Nurse,6.5,40
23,Female,Twitter,75.0,4.0,45.0,20.0,25.0,Anxiety,Normal Weight,Nurse,6.5,40
22,Female,Instagram,180.0,8.0,100.0,38.0,45.0,Happiness,Normal Weight,Nurse,6.5,40
35,Female,Instagram,125.0,5.0,65.0,22.0,28.0,Anxiety,Normal,Accountant,7.2,60
32,Female,Instagram,140.0,6.0,75.0,28.0,30.0,Happiness,Normal Weight,Nurse,7.9,75
24,Female,Twitter,105.0,4.0,35.0,20.0,23.0,Anger,Normal Weight,Nurse,6.5,40
22,Female,Twitter,70.0,3.0,25.0,16.0,15.0,Sadness,Normal Weight,Nurse,6.5,40
25,Female,Instagram,160.0,6.0,85.0,26.0,30.0,Happiness,Normal Weight,Nurse,6.5,40
34,Female,LinkedIn,65.0,2.0,17.0,5.0,14.0,Boredom,Overweight,Scientist,5.8,32
21,Female,Instagram,130.0,6.0,95.0,22.0,28.0,Sadness,Normal Weight,Nurse,6.5,40
33,Female,Instagram,170.0,7.0,95.0,30.0,38.0,Happiness,Overweight,Scientist,6.2,50
22,Female,Instagram,115.0,3.0,60.0,17.0,30.0,Neutral,Normal Weight,Nurse,6.5,40
25,Female,Instagram,150.0,6.0,90.0,26.0,30.0,Happiness,Normal Weight,Nurse,6.5,40
35,Female,LinkedIn,60.0,1.0,15.0,7.0,14.0,Boredom,Normal,Accountant,7.2,60
21,Female,Twitter,90.0,3.0,37.0,14.0,20.0,Sadness,Normal Weight,Nurse,6.5,40
28,Female,LinkedIn,55.0,1.0,12.0,6.0,10.0,Boredom,Normal Weight,Nurse,6.5,40
24,Female,Twitter,75.0,3.0,33.0,18.0,19.0,Anger,Normal Weight,Nurse,6.5,40
33,Female,Instagram,145.0,4.0,65.0,23.0,35.0,Sadness,Overweight,Scientist,6.2,50
22,Female,Whatsapp,70.0,2.0,42.0,10.0,21.0,Anxiety,Normal Weight,Nurse,6.5,40
28,Female,Twitter,95.0,4.0,48.0,22.0,25.0,Happiness,Normal Weight,Nurse,6.5,40
30,Female,Instagram,175.0,6.0,72.0,30.0,33.0,Happiness,Normal Weight,Nurse,6.4,35
26,Female,Snapchat,120.0,4.0,55.0,18.0,30.0,Anxiety,Normal Weight,Nurse,6.5,40
31,Female,Whatsapp,65.0,2.0,27.0,10.0,20.0,Neutral,Normal Weight,Nurse,7.9,75
24,Female,Instagram,140.0,4.0,65.0,22.0,30.0,Happiness,Normal Weight,Nurse,6.5,40
29,Female,Whatsapp,90.0,2.0,24.0,12.0,22.0,Anger,Normal Weight,Nurse,6.5,40
32,Female,Instagram,155.0,6.0,75.0,25.0,38.0,Happiness,Overweight,Scientist,6.2,50
27,Female,Whatsapp,90.0,4.0,37.0,18.0,20.0,Neutral,Normal Weight,Nurse,6.5,40
34,Female,Instagram,120.0,5.0,60.0,25.0,25.0,Anger,Overweight,Scientist,5.8,32
28,Female,Whatsapp,100.0,4.0,37.0,14.0,26.0,Anxiety,Normal Weight,Nurse,6.5,40
25,Female,Instagram,170.0,6.0,83.0,30.0,33.0,Happiness,Normal Weight,Nurse,6.5,40
32,Female,Whatsapp,105.0,4.0,55.0,25.0,25.0,Anger,Normal Weight,Nurse,7.9,75
29,Female,Snapchat,95.0,2.0,23.0,10.0,28.0,Sadness,Normal Weight,Nurse,6.5,40
22,Female,Facebook,70.0,1.0,14.0,6.0,10.0,Neutral,Normal Weight,Nurse,6.5,40
27,Female,Snapchat,120.0,4.0,40.0,18.0,22.0,Neutral,Normal Weight,Nurse,6.5,40
