Age,Gender,Platform,Daily_Usage_Time (minutes),Posts_Per_Day,Likes_Received_Per_Day,Comments_Received_Per_Day,Messages_Sent_Per_Day,Dominant_Emotion,BMI Category,Occupation,Sleep Duration,Physical Activity Level,Social Media Addiction Score,Stress Impact Score,Stress Usage Index
29,Female,LinkedIn,55.0,2.0,10.0,3.0,8.0,Neutral,Normal Weight,Nurse,6.5,40,15.6,0.3804878048780488,7.333333333333333
23,Female,Twitter,75.0,4.0,35.0,7.0,20.0,Anxiety,Normal Weight,Nurse,6.5,40,28.2,0.6878048780487804,10.0
22,Female,Instagram,180.0,7.0,90.0,25.0,40.0,Happiness,Normal Weight,Nurse,6.5,40,68.4,1.6682926829268294,24.0
35,Female,Instagram,125.0,4.0,55.0,18.0,30.0,Anxiety,Normal,Accountant,7.2,60,46.4,0.760655737704918,15.243902439024392
32,Female,Instagram,140.0,5.0,70.0,22.0,33.0,Happiness,Normal Weight,Nurse,7.9,75,54.0,0.7105263157894737,15.730337078651685
24,Female,Twitter,105.0,4.0,28.0,14.0,20.0,Anger,Normal Weight,Nurse,6.5,40,34.2,0.8341463414634147,14.0
22,Female,Twitter,70.0,3.0,20.0,12.0,15.0,Sadness,Normal Weight,Nurse,6.5,40,24.0,0.5853658536585366,9.333333333333334
25,Female,Instagram,160.0,6.0,85.0,19.0,32.0,Happiness,Normal Weight,Nurse,6.5,40,60.4,1.473170731707317,21.333333333333332
34,Female,LinkedIn,65.0,2.0,13.0,4.0,14.0,Boredom,Overweight,Scientist,5.8,32,19.6,0.593939393939394,9.558823529411764
21,Female,Instagram,130.0,6.0,88.0,15.0,30.0,Sadness,Normal Weight,Nurse,6.5,40,53.8,1.3121951219512193,17.333333333333332
33,Female,Instagram,170.0,7.0,90.0,25.0,40.0,Happiness,Overweight,Scientist,6.2,50,66.4,1.3019607843137255,23.61111111111111
22,Female,Instagram,115.0,3.0,55.0,12.0,25.0,Neutral,Normal Weight,Nurse,6.5,40,42.0,1.024390243902439,15.333333333333334
25,Female,Instagram,150.0,6.0,80.0,18.0,30.0,Happiness,Normal Weight,Nurse,6.5,40,56.8,1.3853658536585365,20.0
35,Female,LinkedIn,60.0,1.0,12.0,5.0,14.0,Boredom,Overweight,Scientist,5.8,32,18.4,0.5575757575757575,8.823529411764707
21,Female,Twitter,90.0,3.0,33.0,12.0,20.0,Sadness,Normal Weight,Nurse,6.5,40,31.6,0.7707317073170732,12.0
28,Female,LinkedIn,55.0,1.0,8.0,4.0,10.0,Boredom,Normal Weight,Nurse,6.5,40,15.6,0.3804878048780488,7.333333333333333
24,Female,Twitter,75.0,3.0,29.0,15.0,19.0,Anger,Normal Weight,Nurse,6.5,40,28.2,0.6878048780487804,10.0
33,Female,Instagram,145.0,4.0,60.0,18.0,35.0,Sadness,Overweight,Scientist,6.2,50,52.4,1.0274509803921568,20.13888888888889
22,Female,Whatsapp,70.0,2.0,40.0,8.0,21.0,Anxiety,Normal Weight,Nurse,6.5,40,28.2,0.6878048780487804,9.333333333333334
28,Female,Twitter,95.0,4.0,45.0,20.0,25.0,Happiness,Normal Weight,Nurse,6.5,40,37.8,0.921951219512195,12.666666666666666
30,Female,Instagram,175.0,6.0,70.0,23.0,33.0,Happiness,Normal Weight,Nurse,6.4,35,61.4,1.7055555555555555,23.64864864864865
26,Female,Snapchat,120.0,4.0,50.0,15.0,30.0,Anxiety,Normal Weight,Nurse,6.5,40,43.8,1.068292682926829,16.0
31,Female,Whatsapp,65.0,2.0,25.0,8.0,20.0,Neutral,Normal Weight,Nurse,6.4,35,24.0,0.6666666666666666,8.783783783783784
24,Female,Instagram,140.0,4.0,60.0,18.0,30.0,Happiness,Normal Weight,Nurse,6.5,40,50.4,1.2292682926829268,18.666666666666668
29,Female,Whatsapp,90.0,2.0,20.0,9.0,22.0,Anger,Normal Weight,Nurse,6.5,40,28.6,0.6975609756097562,12.0
32,Female,Instagram,155.0,6.0,72.0,20.0,38.0,Happiness,Overweight,Scientist,6.2,50,58.2,1.1411764705882355,21.52777777777778
27,Female,Whatsapp,90.0,4.0,35.0,14.0,20.0,Neutral,Normal Weight,Nurse,6.5,40,32.6,0.7951219512195122,12.0
34,Female,Instagram,120.0,5.0,55.0,19.0,25.0,Anger,Overweight,Scientist,5.8,32,44.8,1.3575757575757574,17.647058823529413
28,Female,Whatsapp,100.0,4.0,35.0,12.0,26.0,Anxiety,Normal Weight,Nurse,6.5,40,35.4,0.8634146341463415,13.333333333333334
25,Female,Instagram,170.0,6.0,78.0,22.0,33.0,Happiness,Normal Weight,Nurse,6.5,40,61.8,1.5073170731707317,22.666666666666668
32,Female,Whatsapp,105.0,4.0,50.0,18.0,25.0,Anger,Normal Weight,Nurse,7.9,75,40.4,0.531578947368421,11.797752808988763
29,Female,Snapchat,95.0,2.0,20.0,7.0,28.0,Sadness,Normal Weight,Nurse,6.5,40,30.4,0.7414634146341463,12.666666666666666
22,Female,Facebook,70.0,1.0,12.0,5.0,10.0,Neutral,Normal Weight,Nurse,6.5,40,19.6,0.4780487804878049,9.333333333333334
27,Female,Snapchat,120.0,4.0,38.0,13.0,22.0,Neutral,Normal Weight,Nurse,6.5,40,39.4,0.9609756097560975,16.0
25,Female,Instagram,120.0,5.0,50.0,20.0,25.0,Happiness,Normal Weight,Nurse,6.5,40,44.0,1.0731707317073171,16.0
28,Female,Instagram,200.0,8.0,110.0,40.0,45.0,Anxiety,Normal Weight,Nurse,6.5,40,80.6,1.9658536585365853,26.666666666666668
27,Female,Twitter,85.0,3.0,40.0,18.0,20.0,Anger,Normal Weight,Nurse,6.5,40,33.2,0.8097560975609757,11.333333333333334
29,Female,LinkedIn,55.0,2.0,15.0,5.0,10.0,Neutral,Normal Weight,Nurse,6.5,40,17.4,0.424390243902439,7.333333333333333
23,Female,Twitter,75.0,4.0,45.0,20.0,25.0,Anxiety,Normal Weight,Nurse,6.5,40,33.8,0.824390243902439,10.0
22,Female,Instagram,180.0,8.0,100.0,38.0,45.0,Happiness,Normal Weight,Nurse,6.5,40,74.2,1.8097560975609757,24.0
35,Female,Instagram,125.0,5.0,65.0,22.0,28.0,Anxiety,Normal,Accountant,7.2,60,49.0,0.8032786885245902,15.243902439024392
32,Female,Instagram,140.0,6.0,75.0,28.0,30.0,Happiness,Overweight,Scientist,6.2,50,55.8,1.0941176470588234,19.444444444444443
24,Female,Twitter,105.0,4.0,35.0,20.0,23.0,Anger,Normal Weight,Nurse,6.5,40,37.4,0.9121951219512194,14.0
22,Female,Twitter,70.0,3.0,25.0,16.0,15.0,Sadness,Normal Weight,Nurse,6.5,40,25.8,0.6292682926829268,9.333333333333334
25,Female,Instagram,160.0,6.0,85.0,26.0,30.0,Happiness,Normal Weight,Nurse,6.5,40,61.4,1.497560975609756,21.333333333333332
34,Female,LinkedIn,65.0,2.0,17.0,5.0,14.0,Boredom,Overweight,Scientist,5.8,32,20.6,0.6242424242424243,9.558823529411764
21,Female,Instagram,130.0,6.0,95.0,22.0,28.0,Sadness,Normal Weight,Nurse,6.5,40,56.2,1.3707317073170733,17.333333333333332
33,Female,Instagram,170.0,7.0,95.0,30.0,38.0,Happiness,Overweight,Scientist,6.2,50,68.0,1.3333333333333333,23.61111111111111
22,Female,Instagram,115.0,3.0,60.0,17.0,30.0,Neutral,Normal Weight,Nurse,6.5,40,45.0,1.0975609756097562,15.333333333333334
25,Female,Instagram,150.0,6.0,90.0,26.0,30.0,Happiness,Normal Weight,Nurse,6.5,40,60.4,1.473170731707317,20.0
35,Female,LinkedIn,60.0,1.0,15.0,7.0,14.0,Boredom,Normal,Accountant,7.2,60,19.4,0.3180327868852459,7.317073170731708
21,Female,Twitter,90.0,3.0,37.0,14.0,20.0,Sadness,Normal Weight,Nurse,6.5,40,32.8,0.7999999999999999,12.0
28,Female,LinkedIn,55.0,1.0,12.0,6.0,10.0,Boredom,Normal Weight,Nurse,6.5,40,16.8,0.40975609756097564,7.333333333333333
24,Female,Twitter,75.0,3.0,33.0,18.0,19.0,Anger,Normal Weight,Nurse,6.5,40,29.6,0.7219512195121952,10.0
33,Female,Instagram,145.0,4.0,65.0,23.0,35.0,Sadness,Overweight,Scientist,6.2,50,54.4,1.0666666666666667,20.13888888888889
22,Female,Whatsapp,70.0,2.0,42.0,10.0,21.0,Anxiety,Normal Weight,Nurse,6.5,40,29.0,0.7073170731707317,9.333333333333334
28,Female,Twitter,95.0,4.0,48.0,22.0,25.0,Happiness,Normal Weight,Nurse,6.5,40,38.8,0.9463414634146341,12.666666666666666
30,Female,Instagram,175.0,6.0,72.0,30.0,33.0,Happiness,Normal Weight,Nurse,6.4,35,63.2,1.7555555555555555,23.64864864864865
26,Female,Snapchat,120.0,4.0,55.0,18.0,30.0,Anxiety,Normal Weight,Nurse,6.5,40,45.4,1.1073170731707316,16.0
31,Female,Whatsapp,65.0,2.0,27.0,10.0,20.0,Neutral,Normal Weight,Nurse,7.9,75,24.8,0.3263157894736842,7.303370786516854
24,Female,Instagram,140.0,4.0,65.0,22.0,30.0,Happiness,Normal Weight,Nurse,6.5,40,52.2,1.273170731707317,18.666666666666668
29,Female,Whatsapp,90.0,2.0,24.0,12.0,22.0,Anger,Normal Weight,Nurse,6.5,40,30.0,0.7317073170731707,12.0
32,Female,Instagram,155.0,6.0,75.0,25.0,38.0,Happiness,Overweight,Scientist,6.2,50,59.8,1.1725490196078432,21.52777777777778
27,Female,Whatsapp,90.0,4.0,37.0,18.0,20.0,Neutral,Normal Weight,Nurse,6.5,40,33.8,0.824390243902439,12.0
34,Female,Instagram,120.0,5.0,60.0,25.0,25.0,Anger,Overweight,Scientist,5.8,32,47.0,1.4242424242424243,17.647058823529413
28,Female,Whatsapp,100.0,4.0,37.0,14.0,26.0,Anxiety,Normal Weight,Nurse,6.5,40,36.2,0.8829268292682928,13.333333333333334
25,Female,Instagram,170.0,6.0,83.0,30.0,33.0,Happiness,Normal Weight,Nurse,6.5,40,64.4,1.5707317073170732,22.666666666666668
32,Female,Whatsapp,105.0,4.0,55.0,25.0,25.0,Anger,Overweight,Scientist,6.2,50,42.8,0.8392156862745097,14.583333333333332
29,Female,Snapchat,95.0,2.0,23.0,10.0,28.0,Sadness,Normal Weight,Nurse,6.5,40,31.6,0.7707317073170732,12.666666666666666
22,Female,Facebook,70.0,1.0,14.0,6.0,10.0,Neutral,Normal Weight,Nurse,6.5,40,20.2,0.4926829268292683,9.333333333333334
27,Female,Snapchat,120.0,4.0,40.0,18.0,22.0,Neutral,Normal Weight,Nurse,6.5,40,40.8,0.9951219512195121,16.0
25,Female,Instagram,120.0,5.0,50.0,20.0,25.0,Happiness,Normal Weight,Nurse,6.5,40,44.0,1.0731707317073171,16.0
28,Female,Instagram,200.0,8.0,110.0,40.0,45.0,Anxiety,Normal Weight,Nurse,6.5,40,80.6,1.9658536585365853,26.666666666666668
27,Female,Twitter,85.0,3.0,40.0,18.0,20.0,Anger,Normal Weight,Nurse,6.5,40,33.2,0.8097560975609757,11.333333333333334
29,Female,LinkedIn,55.0,2.0,15.0,5.0,10.0,Neutral,Normal Weight,Nurse,6.5,40,17.4,0.424390243902439,7.333333333333333
23,Female,Twitter,75.0,4.0,45.0,20.0,25.0,Anxiety,Normal Weight,Nurse,6.5,40,33.8,0.824390243902439,10.0
22,Female,Instagram,180.0,8.0,100.0,38.0,45.0,Happiness,Normal Weight,Nurse,6.5,40,74.2,1.8097560975609757,24.0
35,Female,Instagram,125.0,5.0,65.0,22.0,28.0,Anxiety,Normal,Accountant,7.2,60,49.0,0.8032786885245902,15.243902439024392
32,Female,Instagram,140.0,6.0,75.0,28.0,30.0,Happiness,Normal Weight,Nurse,7.9,75,55.8,0.7342105263157894,15.730337078651685
24,Female,Twitter,105.0,4.0,35.0,20.0,23.0,Anger,Normal Weight,Nurse,6.5,40,37.4,0.9121951219512194,14.0
22,Female,Twitter,70.0,3.0,25.0,16.0,15.0,Sadness,Normal Weight,Nurse,6.5,40,25.8,0.6292682926829268,9.333333333333334
25,Female,Instagram,160.0,6.0,85.0,26.0,30.0,Happiness,Normal Weight,Nurse,6.5,40,61.4,1.497560975609756,21.333333333333332
34,Female,LinkedIn,65.0,2.0,17.0,5.0,14.0,Boredom,Overweight,Scientist,5.8,32,20.6,0.6242424242424243,9.558823529411764
21,Female,Instagram,130.0,6.0,95.0,22.0,28.0,Sadness,Normal Weight,Nurse,6.5,40,56.2,1.3707317073170733,17.333333333333332
33,Female,Instagram,170.0,7.0,95.0,30.0,38.0,Happiness,Overweight,Scientist,6.2,50,68.0,1.3333333333333333,23.61111111111111
22,Female,Instagram,115.0,3.0,60.0,17.0,30.0,Neutral,Normal Weight,Nurse,6.5,40,45.0,1.0975609756097562,15.333333333333334
25,Female,Instagram,150.0,6.0,90.0,26.0,30.0,Happiness,Normal Weight,Nurse,6.5,40,60.4,1.473170731707317,20.0
35,Female,LinkedIn,60.0,1.0,15.0,7.0,14.0,Boredom,Overweight,Scientist,5.8,32,19.4,0.5878787878787879,8.823529411764707
21,Female,Twitter,90.0,3.0,37.0,14.0,20.0,Sadness,Normal Weight,Nurse,6.5,40,32.8,0.7999999999999999,12.0
28,Female,LinkedIn,55.0,1.0,12.0,6.0,10.0,Boredom,Normal Weight,Nurse,6.5,40,16.8,0.40975609756097564,7.333333333333333
25,Female,Instagram,170.0,6.0,83.0,30.0,33.0,Happiness,Normal Weight,Nurse,6.5,40,64.4,1.5707317073170732,22.666666666666668
32,Female,Whatsapp,105.0,4.0,55.0,25.0,25.0,Anger,Overweight,Scientist,6.2,50,42.8,0.8392156862745097,14.583333333333332
29,Female,Snapchat,95.0,2.0,23.0,10.0,28.0,Sadness,Normal Weight,Nurse,6.5,40,31.6,0.7707317073170732,12.666666666666666
22,Female,Facebook,70.0,1.0,14.0,6.0,10.0,Neutral,Normal Weight,Nurse,6.5,40,20.2,0.4926829268292683,9.333333333333334
27,Female,Snapchat,120.0,4.0,40.0,18.0,22.0,Neutral,Normal Weight,Nurse,6.5,40,40.8,0.9951219512195121,16.0
25,Female,Instagram,120.0,5.0,50.0,20.0,25.0,Happiness,Normal Weight,Nurse,6.5,40,44.0,1.0731707317073171,16.0
28,Female,Instagram,200.0,8.0,110.0,40.0,45.0,Anxiety,Normal Weight,Nurse,6.5,40,80.6,1.9658536585365853,26.666666666666668
27,Female,Twitter,85.0,3.0,40.0,18.0,20.0,Anger,Normal Weight,Nurse,6.5,40,33.2,0.8097560975609757,11.333333333333334
29,Female,LinkedIn,55.0,2.0,15.0,5.0,10.0,Neutral,Normal Weight,Nurse,6.5,40,17.4,0.424390243902439,7.333333333333333
23,Female,Twitter,75.0,4.0,45.0,20.0,25.0,Anxiety,Normal Weight,Nurse,6.5,40,33.8,0.824390243902439,10.0
22,Female,Instagram,180.0,8.0,100.0,38.0,45.0,Happiness,Normal Weight,Nurse,6.5,40,74.2,1.8097560975609757,24.0
35,Female,Instagram,125.0,5.0,65.0,22.0,28.0,Anxiety,Overweight,Scientist,5.8,32,49.0,1.4848484848484849,18.38235294117647
32,Female,Instagram,140.0,6.0,75.0,28.0,30.0,Happiness,Normal Weight,Nurse,7.9,75,55.8,0.7342105263157894,15.730337078651685
24,Female,Twitter,105.0,4.0,35.0,20.0,23.0,Anger,Normal Weight,Nurse,6.5,40,37.4,0.9121951219512194,14.0
22,Female,Twitter,70.0,3.0,25.0,16.0,15.0,Sadness,Normal Weight,Nurse,6.5,40,25.8,0.6292682926829268,9.333333333333334
25,Female,Instagram,160.0,6.0,85.0,26.0,30.0,Happiness,Normal Weight,Nurse,6.5,40,61.4,1.497560975609756,21.333333333333332
34,Female,LinkedIn,65.0,2.0,17.0,5.0,14.0,Boredom,Overweight,Scientist,5.8,32,20.6,0.6242424242424243,9.558823529411764
21,Female,Instagram,130.0,6.0,95.0,22.0,28.0,Sadness,Normal Weight,Nurse,6.5,40,56.2,1.3707317073170733,17.333333333333332
33,Female,Instagram,170.0,7.0,95.0,30.0,38.0,Happiness,Overweight,Scientist,6.2,50,68.0,1.3333333333333333,23.61111111111111
22,Female,Instagram,115.0,3.0,60.0,17.0,30.0,Neutral,Normal Weight,Nurse,6.5,40,45.0,1.0975609756097562,15.333333333333334
25,Female,Instagram,150.0,6.0,90.0,26.0,30.0,Happiness,Normal Weight,Nurse,6.5,40,60.4,1.473170731707317,20.0
35,Female,LinkedIn,60.0,1.0,15.0,7.0,14.0,Boredom,Normal,Accountant,7.2,60,19.4,0.3180327868852459,7.317073170731708
21,Female,Twitter,90.0,3.0,37.0,14.0,20.0,Sadness,Normal Weight,Nurse,6.5,40,32.8,0.7999999999999999,12.0
28,Female,LinkedIn,55.0,1.0,12.0,6.0,10.0,Boredom,Normal Weight,Nurse,6.5,40,16.8,0.40975609756097564,7.333333333333333
24,Female,Twitter,75.0,3.0,33.0,18.0,19.0,Anger,Normal Weight,Nurse,6.5,40,29.6,0.7219512195121952,10.0
33,Female,Instagram,145.0,4.0,65.0,23.0,35.0,Sadness,Overweight,Scientist,6.2,50,54.4,1.0666666666666667,20.13888888888889
22,Female,Whatsapp,70.0,2.0,42.0,10.0,21.0,Anxiety,Normal Weight,Nurse,6.5,40,29.0,0.7073170731707317,9.333333333333334
28,Female,Twitter,95.0,4.0,48.0,22.0,25.0,Happiness,Normal Weight,Nurse,6.5,40,38.8,0.9463414634146341,12.666666666666666
30,Female,Instagram,175.0,6.0,72.0,30.0,33.0,Happiness,Normal Weight,Nurse,6.4,35,63.2,1.7555555555555555,23.64864864864865
26,Female,Snapchat,120.0,4.0,55.0,18.0,30.0,Anxiety,Normal Weight,Nurse,6.5,40,45.4,1.1073170731707316,16.0
31,Female,Whatsapp,65.0,2.0,27.0,10.0,20.0,Neutral,Normal Weight,Nurse,7.9,75,24.8,0.3263157894736842,7.303370786516854
24,Female,Instagram,140.0,4.0,65.0,22.0,30.0,Happiness,Normal Weight,Nurse,6.5,40,52.2,1.273170731707317,18.666666666666668
29,Female,Whatsapp,90.0,2.0,24.0,12.0,22.0,Anger,Normal Weight,Nurse,6.5,40,30.0,0.7317073170731707,12.0
32,Female,Instagram,155.0,6.0,75.0,25.0,38.0,Happiness,Overweight,Scientist,6.2,50,59.8,1.1725490196078432,21.52777777777778
27,Female,Whatsapp,90.0,4.0,37.0,18.0,20.0,Neutral,Normal Weight,Nurse,6.5,40,33.8,0.824390243902439,12.0
34,Female,Instagram,120.0,5.0,60.0,25.0,25.0,Anger,Overweight,Scientist,5.8,32,47.0,1.4242424242424243,17.647058823529413
28,Female,Whatsapp,100.0,4.0,37.0,14.0,26.0,Anxiety,Normal Weight,Nurse,6.5,40,36.2,0.8829268292682928,13.333333333333334
25,Female,Instagram,170.0,6.0,83.0,30.0,33.0,Happiness,Normal Weight,Nurse,6.5,40,64.4,1.5707317073170732,22.666666666666668
32,Female,Whatsapp,105.0,4.0,55.0,25.0,25.0,Anger,Normal Weight,Nurse,7.9,75,42.8,0.5631578947368421,11.797752808988763
29,Female,Snapchat,95.0,2.0,23.0,10.0,28.0,Sadness,Normal Weight,Nurse,6.5,40,31.6,0.7707317073170732,12.666666666666666
22,Female,Facebook,70.0,1.0,14.0,6.0,10.0,Neutral,Normal Weight,Nurse,6.5,40,20.2,0.4926829268292683,9.333333333333334
27,Female,Snapchat,120.0,4.0,40.0,18.0,22.0,Neutral,Normal Weight,Nurse,6.5,40,40.8,0.9951219512195121,16.0
25,Female,Instagram,120.0,5.0,50.0,20.0,25.0,Happiness,Normal Weight,Nurse,6.5,40,44.0,1.0731707317073171,16.0
28,Female,Instagram,200.0,8.0,110.0,40.0,45.0,Anxiety,Normal Weight,Nurse,6.5,40,80.6,1.9658536585365853,26.666666666666668
27,Female,Twitter,85.0,3.0,40.0,18.0,20.0,Anger,Normal Weight,Nurse,6.5,40,33.2,0.8097560975609757,11.333333333333334
29,Female,LinkedIn,55.0,2.0,15.0,5.0,10.0,Neutral,Normal Weight,Nurse,6.5,40,17.4,0.424390243902439,7.333333333333333
23,Female,Twitter,75.0,4.0,45.0,20.0,25.0,Anxiety,Normal Weight,Nurse,6.5,40,33.8,0.824390243902439,10.0
22,Female,Instagram,180.0,8.0,100.0,38.0,45.0,Happiness,Normal Weight,Nurse,6.5,40,74.2,1.8097560975609757,24.0
35,Female,Instagram,125.0,5.0,65.0,22.0,28.0,Anxiety,Normal,Accountant,7.2,60,49.0,0.8032786885245902,15.243902439024392
32,Female,Instagram,140.0,6.0,75.0,28.0,30.0,Happiness,Normal Weight,Nurse,7.9,75,55.8,0.7342105263157894,15.730337078651685
24,Female,Twitter,105.0,4.0,35.0,20.0,23.0,Anger,Normal Weight,Nurse,6.5,40,37.4,0.9121951219512194,14.0
22,Female,Twitter,70.0,3.0,25.0,16.0,15.0,Sadness,Normal Weight,Nurse,6.5,40,25.8,0.6292682926829268,9.333333333333334
25,Female,Instagram,160.0,6.0,85.0,26.0,30.0,Happiness,Normal Weight,Nurse,6.5,40,61.4,1.497560975609756,21.333333333333332
34,Female,LinkedIn,65.0,2.0,17.0,5.0,14.0,Boredom,Overweight,Scientist,5.8,32,20.6,0.6242424242424243,9.558823529411764
21,Female,Instagram,130.0,6.0,95.0,22.0,28.0,Sadness,Normal Weight,Nurse,6.5,40,56.2,1.3707317073170733,17.333333333333332
33,Female,Instagram,170.0,7.0,95.0,30.0,38.0,Happiness,Overweight,Scientist,6.2,50,68.0,1.3333333333333333,23.61111111111111
22,Female,Instagram,115.0,3.0,60.0,17.0,30.0,Neutral,Normal Weight,Nurse,6.5,40,45.0,1.0975609756097562,15.333333333333334
25,Female,Instagram,150.0,6.0,90.0,26.0,30.0,Happiness,Normal Weight,Nurse,6.5,40,60.4,1.473170731707317,20.0
35,Female,LinkedIn,60.0,1.0,15.0,7.0,14.0,Boredom,Normal,Accountant,7.2,60,19.4,0.3180327868852459,7.317073170731708
21,Female,Twitter,90.0,3.0,37.0,14.0,20.0,Sadness,Normal Weight,Nurse,6.5,40,32.8,0.7999999999999999,12.0
28,Female,LinkedIn,55.0,1.0,12.0,6.0,10.0,Boredom,Normal Weight,Nurse,6.5,40,16.8,0.40975609756097564,7.333333333333333
24,Female,Twitter,75.0,3.0,33.0,18.0,19.0,Anger,Normal Weight,Nurse,6.5,40,29.6,0.7219512195121952,10.0
33,Female,Instagram,145.0,4.0,65.0,23.0,35.0,Sadness,Overweight,Scientist,6.2,50,54.4,1.0666666666666667,20.13888888888889
22,Female,Whatsapp,70.0,2.0,42.0,10.0,21.0,Anxiety,Normal Weight,Nurse,6.5,40,29.0,0.7073170731707317,9.333333333333334
28,Female,Twitter,95.0,4.0,48.0,22.0,25.0,Happiness,Normal Weight,Nurse,6.5,40,38.8,0.9463414634146341,12.666666666666666
30,Female,Instagram,175.0,6.0,72.0,30.0,33.0,Happiness,Normal Weight,Nurse,6.4,35,63.2,1.7555555555555555,23.64864864864865
26,Female,Snapchat,120.0,4.0,55.0,18.0,30.0,Anxiety,Normal Weight,Nurse,6.5,40,45.4,1.1073170731707316,16.0
31,Female,Whatsapp,65.0,2.0,27.0,10.0,20.0,Neutral,Normal Weight,Nurse,6.4,35,24.8,0.6888888888888889,8.783783783783784
24,Female,Instagram,140.0,4.0,65.0,22.0,30.0,Happiness,Normal Weight,Nurse,6.5,40,52.2,1.273170731707317,18.666666666666668
29,Female,Whatsapp,90.0,2.0,24.0,12.0,22.0,Anger,Normal Weight,Nurse,6.5,40,30.0,0.7317073170731707,12.0
32,Female,Instagram,155.0,6.0,75.0,25.0,38.0,Happiness,Normal Weight,Nurse,7.9,75,59.8,0.7868421052631579,17.41573033707865
27,Female,Whatsapp,90.0,4.0,37.0,18.0,20.0,Neutral,Normal Weight,Nurse,6.5,40,33.8,0.824390243902439,12.0
34,Female,Instagram,120.0,5.0,60.0,25.0,25.0,Anger,Overweight,Scientist,5.8,32,47.0,1.4242424242424243,17.647058823529413
28,Female,Whatsapp,100.0,4.0,37.0,14.0,26.0,Anxiety,Normal Weight,Nurse,6.5,40,36.2,0.8829268292682928,13.333333333333334
25,Female,Instagram,170.0,6.0,83.0,30.0,33.0,Happiness,Normal Weight,Nurse,6.5,40,64.4,1.5707317073170732,22.666666666666668
32,Female,Whatsapp,105.0,4.0,55.0,25.0,25.0,Anger,Overweight,Scientist,6.2,50,42.8,0.8392156862745097,14.583333333333332
29,Female,Snapchat,95.0,2.0,23.0,10.0,28.0,Sadness,Normal Weight,Nurse,6.5,40,31.6,0.7707317073170732,12.666666666666666
22,Female,Facebook,70.0,1.0,14.0,6.0,10.0,Neutral,Normal Weight,Nurse,6.5,40,20.2,0.4926829268292683,9.333333333333334
27,Female,Snapchat,120.0,4.0,40.0,18.0,22.0,Neutral,Normal Weight,Nurse,6.5,40,40.8,0.9951219512195121,16.0
25,Female,Instagram,120.0,5.0,50.0,20.0,25.0,Happiness,Normal Weight,Nurse,6.5,40,44.0,1.0731707317073171,16.0
